lat,lon,depth,geometry
45.160156,12.613281,-25.544754,POINT (45.16015625 12.61328125)
45.160156,12.621094,-25.913,POINT (45.16015625 12.62109375)
45.160156,12.628906,-26.38066,POINT (45.16015625 12.62890625)
45.160156,12.636719,-26.860222,POINT (45.16015625 12.63671875)
45.160156,12.644531,-27.185577,POINT (45.16015625 12.64453125)
45.160156,12.652344,-27.4594,POINT (45.16015625 12.65234375)
45.160156,12.660156,-27.632643,POINT (45.16015625 12.66015625)
45.160156,12.667969,-27.748095,POINT (45.16015625 12.66796875)
45.160156,12.675781,-27.858374,POINT (45.16015625 12.67578125)
45.160156,12.683594,-27.967762,POINT (45.16015625 12.68359375)
45.160156,12.691406,-28.04874,POINT (45.16015625 12.69140625)
45.16797,12.222656,0.0,POINT (45.16796875 12.22265625)
45.16797,12.230469,0.0,POINT (45.16796875 12.23046875)
45.16797,12.238281,0.0,POINT (45.16796875 12.23828125)
45.16797,12.246094,0.0,POINT (45.16796875 12.24609375)
45.16797,12.253906,0.0,POINT (45.16796875 12.25390625)
45.16797,12.261719,0.0,POINT (45.16796875 12.26171875)
45.16797,12.269531,0.0,POINT (45.16796875 12.26953125)
45.16797,12.277344,0.0,POINT (45.16796875 12.27734375)
45.16797,12.285156,0.0,POINT (45.16796875 12.28515625)
45.16797,12.292969,0.0,POINT (45.16796875 12.29296875)
45.16797,12.300781,0.0,POINT (45.16796875 12.30078125)
45.16797,12.308594,0.0,POINT (45.16796875 12.30859375)
45.16797,12.316406,0.0,POINT (45.16796875 12.31640625)
45.16797,12.324219,0.0,POINT (45.16796875 12.32421875)
45.16797,12.332031,-0.877352,POINT (45.16796875 12.33203125)
45.16797,12.339844,-3.2119267,POINT (45.16796875 12.33984375)
45.16797,12.347656,-8.922537,POINT (45.16796875 12.34765625)
45.16797,12.355469,-13.619559,POINT (45.16796875 12.35546875)
45.16797,12.363281,-16.133955,POINT (45.16796875 12.36328125)
45.16797,12.371094,-18.444923,POINT (45.16796875 12.37109375)
45.16797,12.378906,-20.218578,POINT (45.16796875 12.37890625)
45.16797,12.386719,-21.042585,POINT (45.16796875 12.38671875)
45.16797,12.394531,-21.622574,POINT (45.16796875 12.39453125)
45.16797,12.402344,-22.294395,POINT (45.16796875 12.40234375)
45.16797,12.410156,-23.077288,POINT (45.16796875 12.41015625)
45.16797,12.417969,-23.87438,POINT (45.16796875 12.41796875)
45.16797,12.425781,-24.527409,POINT (45.16796875 12.42578125)
45.16797,12.433594,-24.80507,POINT (45.16796875 12.43359375)
45.16797,12.441406,-24.854218,POINT (45.16796875 12.44140625)
45.16797,12.449219,-24.69132,POINT (45.16796875 12.44921875)
45.16797,12.457031,-24.35114,POINT (45.16796875 12.45703125)
